,id,trd_latest,over_trd_latest_mean
18255,U9A1963,51,0
18256,U9A1B04,58,1
18257,U9A1C4C,36,0
18258,U9A2458,51,0
18259,U9A25DA,31,0
18260,U9A2ACD,59,1
18261,U9A2B78,56,1
18262,U9A2CE1,59,1
18263,U9A30E8,60,1
18264,U9A32FC,58,1
18265,U9A33AB,51,0
18266,U9A360C,51,0
18267,U9A3646,51,0
18268,U9A3BE6,60,1
18269,U9A3BF2,51,0
18270,U9A3D1A,60,1
18271,U9A3DAE,58,1
18272,U9A4111,53,1
18273,U9A43DE,50,0
18274,U9A45E4,56,1
18275,U9A4A2D,50,0
18276,U9A4D21,58,1
18277,U9A4D94,44,0
18278,U9A50D6,57,1
18279,U9A550F,48,0
18280,U9A589D,51,0
18281,U9A5912,31,0
18282,U9A594E,56,1
18283,U9A595A,58,1
18284,U9A59F0,57,1
18285,U9A5A48,60,1
18286,U9A611E,52,1
18287,U9A6659,60,1
18288,U9A6688,56,1
18289,U9A6A84,51,0
18290,U9A6B74,50,0
18291,U9A7086,60,1
18292,U9A71DC,60,1
18293,U9A7279,60,1
18294,U9A7461,45,0
18295,U9A747C,56,1
18296,U9A7858,52,1
18297,U9A7ABD,60,1
18298,U9A7DA1,52,1
18299,U9A8196,57,1
18300,U9A83C9,60,1
18301,U9A896E,42,0
18302,U9A8B44,48,0
18303,U9A8F06,51,0
18304,U9A91F7,10,0
18305,U9A927D,53,1
18306,U9A9789,23,0
18307,U9A9BE6,52,1
18308,U9A9FFF,51,0
18309,U9AA46E,54,1
18310,U9AA821,59,1
18311,U9AAA12,59,1
18312,U9AAB29,51,0
18313,U9AAECE,58,1
18314,U9AB331,52,1
18315,U9AB42F,60,1
18316,U9AB448,52,1
18317,U9AB92F,58,1
18318,U9AB97D,60,1
18319,U9ABB8A,60,1
18320,U9ABD5C,59,1
18321,U9ABDC3,40,0
18322,U9ABDD6,48,0
18323,U9ABDE1,60,1
18324,U9ABE1B,58,1
18325,U9ABF61,48,0
18326,U9AC08F,60,1
18327,U9AC1CD,52,1
18328,U9AC297,40,0
18329,U9AC320,60,1
18330,U9AC5C5,59,1
18331,U9AC9AE,58,1
18332,U9ACD7A,60,1
18333,U9ACDA2,60,1
18334,U9ACFEA,53,1
18335,U9AD0D4,60,1
18336,U9AD215,51,0
18337,U9AD300,58,1
18338,U9AD489,51,0
18339,U9AD4C4,51,0
18340,U9AD639,60,1
18341,U9AD718,6,0
18342,U9ADA37,59,1
18343,U9ADB73,57,1
18344,U9ADBA9,59,1
18345,U9ADBD3,59,1
18346,U9ADD9A,60,1
18347,U9AE2A6,21,0
18348,U9AE6BA,60,1
18349,U9AE81C,53,1
18350,U9AF105,51,0
18351,U9AF237,42,0
18352,U9AF383,60,1
18353,U9AF4B0,59,1
18354,U9AF7F3,56,1
18355,U9AFC06,57,1
18356,U9B011E,53,1
18357,U9B0122,42,0
18358,U9B0170,51,0
18359,U9B02CF,57,1
18360,U9B0411,60,1
18361,U9B0470,31,0
18362,U9B0A38,54,1
18363,U9B0B39,59,1
18364,U9B0B50,60,1
18365,U9B1082,59,1
18366,U9B18A3,60,1
18367,U9B1A97,34,0
18368,U9B1B7D,51,0
18369,U9B1D68,57,1
18370,U9B1F2F,57,1
18371,U9B1FED,59,1
18372,U9B20D0,59,1
18373,U9B2143,60,1
18374,U9B2528,51,0
18375,U9B266E,56,1
18376,U9B2BBD,53,1
18377,U9B2D13,57,1
18378,U9B32E1,60,1
18379,U9B33CE,56,1
18380,U9B3481,57,1
18381,U9B3567,59,1
18382,U9B37F7,60,1
18383,U9B3C71,47,0
18384,U9B3D50,51,0
18385,U9B3DEA,51,0
18386,U9B403E,33,0
18387,U9B4118,60,1
18388,U9B4365,60,1
18389,U9B469D,35,0
18390,U9B48EB,57,1
18391,U9B4955,58,1
18392,U9B4CEC,58,1
18393,U9B4DC3,31,0
18394,U9B4FB7,60,1
18395,U9B5181,52,1
18396,U9B51B2,58,1
18397,U9B582B,51,0
18398,U9B59E6,54,1
18399,U9B5B87,59,1
18400,U9B5B8C,52,1
18401,U9B5E36,56,1
18402,U9B5E84,58,1
18403,U9B601A,60,1
18404,U9B6061,57,1
18405,U9B60F3,60,1
18406,U9B629A,58,1
18407,U9B63BB,52,1
18408,U9B6412,58,1
18409,U9B65EE,60,1
18410,U9B6985,60,1
18411,U9B6DFB,55,1
18412,U9B6EAD,53,1
18413,U9B7039,59,1
18414,U9B75D2,60,1
18415,U9B7894,59,1
18416,U9B7C1F,55,1
18417,U9B7F29,51,0
18418,U9B7F2A,51,0
18419,U9B8017,60,1
18420,U9B8384,38,0
18421,U9B84D1,60,1
18422,U9B8642,53,1
18423,U9B86F1,56,1
18424,U9B8DC2,56,1
18425,U9B8DE0,59,1
18426,U9B8E0F,59,1
18427,U9B9249,55,1
18428,U9B927D,59,1
18429,U9B94F5,55,1
18430,U9B94F6,45,0
18431,U9B9944,60,1
18432,U9B9A2E,21,0
18433,U9B9ABF,58,1
18434,U9B9C6E,54,1
18435,U9B9CDC,46,0
18436,U9BA0C6,60,1
18437,U9BA40B,37,0
18438,U9BA537,51,0
18439,U9BA7F3,59,1
18440,U9BAA61,57,1
18441,U9BAC9D,60,1
18442,U9BAE0A,31,0
18443,U9BAF3B,60,1
18444,U9BB08C,56,1
18445,U9BB786,57,1
18446,U9BBBEA,56,1
18447,U9BBF02,54,1
18448,U9BC41C,55,1
18449,U9BC533,59,1
18450,U9BD1EE,11,0
18451,U9BD275,51,0
18452,U9BD2F1,51,0
18453,U9BD37F,53,1
18454,U9BD407,60,1
18455,U9BD454,54,1
18456,U9BD5BC,16,0
18457,U9BD9EA,58,1
18458,U9BD9F6,60,1
18459,U9BDC5E,58,1
18460,U9BDF9D,51,0
18461,U9BDFAC,51,0
18462,U9BDFEF,58,1
18463,U9BE37E,55,1
18464,U9BE4DA,54,1
18465,U9BE5CC,40,0
18466,U9BE613,58,1
18467,U9BE66B,50,0
18468,U9BE9AE,46,0
18469,U9BEBEA,56,1
18470,U9BEE92,51,0
18471,U9BF153,60,1
18472,U9BF1C5,14,0
18473,U9BF1FD,37,0
18474,U9BF255,60,1
18475,U9BF273,53,1
18476,U9BF36C,52,1
18477,U9BF41F,53,1
18478,U9BF5F5,57,1
18479,U9BF6C9,60,1
18480,U9BF78A,60,1
18481,U9BF948,53,1
18482,U9BFB77,60,1
18483,U9BFD69,60,1
18484,U9C0015,51,0
18485,U9C0132,56,1
18486,U9C0460,52,1
18487,U9C0938,57,1
18488,U9C0C98,59,1
18489,U9C10FD,55,1
18490,U9C124E,59,1
18491,U9C1268,56,1
18492,U9C137E,43,0
18493,U9C18EA,18,0
18494,U9C1989,51,0
18495,U9C1AF2,58,1
18496,U9C1B45,60,1
18497,U9C1FD0,55,1
18498,U9C2114,48,0
18499,U9C2258,26,0
18500,U9C22C8,51,0
18501,U9C2365,57,1
18502,U9C2661,54,1
18503,U9C2671,57,1
18504,U9C2787,60,1
18505,U9C284E,56,1
18506,U9C2917,60,1
18507,U9C29C0,41,0
18508,U9C2BC0,60,1
18509,U9C2F9A,60,1
18510,U9C2FB7,52,1
18511,U9C3077,51,0
18512,U9C3161,46,0
18513,U9C322B,59,1
18514,U9C32AE,55,1
18515,U9C33F7,19,0
18516,U9C3C0D,51,0
18517,U9C3CCE,60,1
18518,U9C40CC,48,0
18519,U9C42CA,23,0
18520,U9C483E,60,1
18521,U9C48CC,30,0
18522,U9C4AC2,60,1
18523,U9C4D43,60,1
18524,U9C4E88,54,1
18525,U9C5442,60,1
18526,U9C56D5,60,1
18527,U9C56FB,41,0
18528,U9C58EA,59,1
18529,U9C5A77,52,1
18530,U9C5CCF,59,1
18531,U9C5D81,59,1
18532,U9C5EDC,51,0
18533,U9C6074,56,1
18534,U9C6199,56,1
18535,U9C61A9,45,0
18536,U9C626E,59,1
18537,U9C64FC,52,1
18538,U9C67B5,60,1
18539,U9C6A51,38,0
18540,U9C6A84,60,1
18541,U9C755C,41,0
18542,U9C78A5,51,0
18543,U9C7A5E,55,1
18544,U9C7A80,53,1
18545,U9C7AF6,9,0
18546,U9C7D25,51,0
18547,U9C834D,57,1
18548,U9C84EA,57,1
18549,U9C8818,58,1
18550,U9C8A01,56,1
18551,U9C8C37,59,1
18552,U9C8C97,51,0
18553,U9C90A6,51,0
18554,U9C944D,60,1
18555,U9C9AA8,58,1
18556,U9C9B8C,60,1
18557,U9CA050,53,1
18558,U9CA569,60,1
18559,U9CA5A7,51,0
18560,U9CA5E6,8,0
18561,U9CAABE,23,0
18562,U9CABF9,59,1
18563,U9CAEF2,53,1
18564,U9CB664,39,0
18565,U9CB6DA,57,1
18566,U9CB8F0,5,0
18567,U9CBA1A,51,0
18568,U9CBCFF,50,0
18569,U9CBE0C,60,1
18570,U9CC011,51,0
18571,U9CC208,48,0
18572,U9CC394,58,1
18573,U9CC3DC,15,0
18574,U9CC445,51,0
18575,U9CC470,53,1
18576,U9CC5F7,55,1
18577,U9CC93C,42,0
18578,U9CCA78,32,0
18579,U9CCB1C,51,0
18580,U9CD464,60,1
18581,U9CD55C,51,0
18582,U9CD60C,56,1
18583,U9CD7A7,50,0
18584,U9CD8FC,55,1
18585,U9CDAB6,52,1
18586,U9CDB3E,58,1
18587,U9CDE2C,57,1
18588,U9CDE2F,60,1
18589,U9CDE36,60,1
18590,U9CDE52,51,0
18591,U9CDEEF,51,0
18592,U9CDF31,53,1
18593,U9CE287,24,0
18594,U9CE2C3,60,1
18595,U9CE70C,55,1
18596,U9CEA3B,59,1
18597,U9CEA82,60,1
18598,U9CEB79,59,1
18599,U9CEB9C,60,1
18600,U9CED49,51,0
18601,U9CEF7C,59,1
18602,U9CF08F,60,1
18603,U9CF2E3,60,1
18604,U9CF3AF,53,1
18605,U9CF538,55,1
18606,U9CFA30,60,1
18607,U9CFB39,1,0
18608,U9CFD6F,51,0
18609,U9CFD8A,59,1
18610,U9D012B,51,0
18611,U9D02D5,40,0
18612,U9D0328,56,1
18613,U9D0AFE,60,1
18614,U9D0B04,57,1
18615,U9D1351,59,1
18616,U9D156C,51,0
18617,U9D17A0,51,0
18618,U9D18A5,48,0
18619,U9D1A53,60,1
18620,U9D1B6A,53,1
18621,U9D1BF8,60,1
18622,U9D1D08,60,1
18623,U9D1D6C,60,1
18624,U9D2157,60,1
18625,U9D2204,60,1
18626,U9D25DB,54,1
18627,U9D286B,51,0
18628,U9D2910,60,1
18629,U9D2A73,57,1
18630,U9D2C3C,60,1
18631,U9D30AE,48,0
18632,U9D348A,60,1
18633,U9D351B,40,0
18634,U9D35FA,44,0
18635,U9D36C7,60,1
18636,U9D3892,47,0
18637,U9D3938,57,1
18638,U9D40B3,60,1
18639,U9D443A,60,1
18640,U9D47A0,48,0
18641,U9D48C7,60,1
18642,U9D523C,60,1
18643,U9D56CF,17,0
18644,U9D59BC,57,1
18645,U9D5B3A,56,1
18646,U9D5B93,16,0
18647,U9D5C20,54,1
18648,U9D62C6,51,0
18649,U9D662C,51,0
18650,U9D6832,60,1
18651,U9D684F,57,1
18652,U9D6B95,51,0
18653,U9D6CF8,59,1
18654,U9D6FD6,51,0
18655,U9D709E,51,0
18656,U9D74A0,54,1
18657,U9D7ACC,60,1
18658,U9D7CBC,7,0
18659,U9D7DD8,59,1
18660,U9D7F30,58,1
18661,U9D8453,44,0
18662,U9D8713,47,0
18663,U9D871C,52,1
18664,U9D8985,60,1
18665,U9D8F49,60,1
18666,U9D91B4,60,1
18667,U9D91F4,60,1
18668,U9D95ED,60,1
18669,U9D9AE3,31,0
18670,U9D9B76,51,0
18671,U9D9CC5,60,1
18672,U9DA151,60,1
18673,U9DA5E8,53,1
18674,U9DAC15,59,1
18675,U9DAD1E,59,1
18676,U9DAF50,49,0
18677,U9DB13B,49,0
18678,U9DB147,58,1
18679,U9DB21C,51,0
18680,U9DB271,60,1
18681,U9DB34A,57,1
18682,U9DBCD4,51,0
18683,U9DBD1C,58,1
18684,U9DC6C2,59,1
18685,U9DC7AF,59,1
18686,U9DC7DC,58,1
18687,U9DC7F5,51,0
18688,U9DCA4F,60,1
18689,U9DCA53,51,0
18690,U9DCAA9,51,0
18691,U9DCDC3,32,0
18692,U9DCDD2,22,0
18693,U9DCF8A,50,0
18694,U9DD031,57,1
18695,U9DD6F3,31,0
18696,U9DDB28,55,1
18697,U9DDB40,60,1
18698,U9DE08F,54,1
18699,U9DE0E4,54,1
18700,U9DE18B,57,1
18701,U9DE1DE,59,1
18702,U9DEAC0,58,1
18703,U9DEC73,51,0
18704,U9DF127,59,1
18705,U9DF288,45,0
18706,U9DF36D,54,1
18707,U9DF4D2,53,1
18708,U9DF70F,57,1
18709,U9DF8ED,59,1
18710,U9DFB07,1,0
18711,U9DFB73,54,1
18712,U9DFF4E,51,0
18713,U9DFFC8,51,0
18714,U9E0136,22,0
18715,U9E09FF,56,1
18716,U9E0A5D,29,0
18717,U9E0A86,36,0
18718,U9E0C0D,51,0
18719,U9E0D2E,58,1
18720,U9E0F16,54,1
18721,U9E147F,38,0
18722,U9E152A,45,0
18723,U9E169E,58,1
18724,U9E17DE,47,0
18725,U9E18B2,51,0
18726,U9E1EDB,58,1
18727,U9E1FE4,58,1
18728,U9E2040,60,1
18729,U9E21EC,60,1
18730,U9E2885,55,1
18731,U9E2901,60,1
18732,U9E2913,59,1
18733,U9E2967,60,1
18734,U9E2985,57,1
18735,U9E2BB9,57,1
18736,U9E2BFA,51,0
18737,U9E2D21,55,1
18738,U9E31E3,58,1
18739,U9E34DC,60,1
18740,U9E3698,57,1
18741,U9E3A70,36,0
18742,U9E4318,60,1
18743,U9E44A2,14,0
18744,U9E4725,51,0
18745,U9E4EB3,58,1
18746,U9E4EF8,60,1
18747,U9E4FC2,44,0
18748,U9E523F,13,0
18749,U9E53D8,56,1
18750,U9E542C,58,1
18751,U9E5857,60,1
18752,U9E593F,59,1
18753,U9E5EA6,52,1
18754,U9E61BD,47,0
18755,U9E6320,51,0
18756,U9E6496,31,0
18757,U9E6593,58,1
18758,U9E663C,31,0
18759,U9E6837,56,1
18760,U9E68DC,54,1
18761,U9E6FAD,35,0
18762,U9E72B5,59,1
18763,U9E7632,60,1
18764,U9E795E,13,0
18765,U9E798B,59,1
18766,U9E7A8F,60,1
18767,U9E7E7A,60,1
18768,U9E81FA,33,0
18769,U9E83A9,54,1
18770,U9E8B68,40,0
18771,U9E8D09,60,1
18772,U9E9159,8,0
18773,U9E93E6,60,1
18774,U9E957E,32,0
18775,U9E9700,53,1
18776,U9E9795,55,1
18777,U9E9811,51,0
18778,U9E99C8,60,1
18779,U9E9A8D,59,1
18780,U9E9C1B,59,1
18781,U9E9C45,60,1
18782,U9E9D6D,9,0
18783,U9E9E1D,60,1
18784,U9EA449,48,0
18785,U9EA494,31,0
18786,U9EA6B6,33,0
18787,U9EA9DE,26,0
18788,U9EB146,59,1
18789,U9EB310,44,0
18790,U9EB43C,49,0
18791,U9EB6C8,60,1
18792,U9EB7E0,51,0
18793,U9EB837,60,1
18794,U9EB860,57,1
18795,U9EBA0A,16,0
18796,U9EBB51,60,1
18797,U9EBCB6,56,1
18798,U9EBFA3,59,1
18799,U9EC002,56,1
18800,U9EC505,51,0
18801,U9ECA27,59,1
18802,U9ECA99,17,0
18803,U9ECC8C,58,1
18804,U9ECCA3,56,1
18805,U9ECDE3,55,1
18806,U9ECE7A,60,1
18807,U9ECF5A,44,0
18808,U9ED2AC,60,1
18809,U9ED310,60,1
18810,U9ED859,31,0
18811,U9EDDA5,60,1
18812,U9EE052,51,0
18813,U9EE21F,51,0
18814,U9EE3EC,52,1
18815,U9EE55E,55,1
18816,U9EEF82,58,1
18817,U9EF019,57,1
18818,U9EF0F5,52,1
18819,U9EF384,59,1
18820,U9EF74F,56,1
18821,U9EF801,60,1
18822,U9EF8A1,58,1
18823,U9EFA56,7,0
18824,U9EFB36,50,0
18825,U9EFC16,56,1
18826,U9F0053,52,1
18827,U9F0131,57,1
18828,U9F02B5,51,0
18829,U9F04DA,60,1
18830,U9F0EA9,51,0
18831,U9F0EF2,31,0
18832,U9F0F9D,60,1
18833,U9F126A,47,0
18834,U9F1619,0,0
18835,U9F163A,40,0
18836,U9F1CD8,51,0
18837,U9F1D62,50,0
18838,U9F1DC1,60,1
18839,U9F1EB3,57,1
18840,U9F208B,59,1
18841,U9F22CB,9,0
18842,U9F2309,59,1
18843,U9F2600,32,0
18844,U9F26AA,51,0
18845,U9F26FB,59,1
18846,U9F2780,59,1
18847,U9F2A04,59,1
18848,U9F2B34,57,1
18849,U9F2D43,60,1
18850,U9F2E3E,6,0
18851,U9F3218,60,1
18852,U9F3468,56,1
18853,U9F350C,57,1
18854,U9F36B9,57,1
18855,U9F3712,54,1
18856,U9F3C43,51,0
18857,U9F3DF5,60,1
18858,U9F4542,60,1
18859,U9F478B,53,1
18860,U9F493E,51,0
18861,U9F5001,52,1
18862,U9F5296,60,1
18863,U9F538F,54,1
18864,U9F5892,36,0
18865,U9F5910,51,0
18866,U9F5C38,51,0
18867,U9F5FE3,56,1
18868,U9F63C6,57,1
18869,U9F6478,51,0
18870,U9F6B3A,60,1
18871,U9F7045,8,0
18872,U9F7209,60,1
18873,U9F74D8,58,1
18874,U9F7525,15,0
18875,U9F794D,60,1
18876,U9F7F53,52,1
18877,U9F853E,40,0
18878,U9F8C35,59,1
18879,U9F8D09,57,1
18880,U9F8D99,36,0
18881,U9F8DB3,36,0
18882,U9F8DB9,51,0
18883,U9F8F48,60,1
18884,U9F9141,60,1
18885,U9F9155,57,1
18886,U9F929F,60,1
18887,U9F9353,58,1
18888,U9F9785,51,0
18889,U9F97E1,58,1
18890,U9F9A5B,60,1
18891,U9F9AA1,56,1
18892,U9F9B33,60,1
18893,U9F9BFA,51,0
18894,U9F9E15,0,0
18895,U9FA05F,60,1
18896,U9FA06D,60,1
18897,U9FA4C4,47,0
18898,U9FA726,51,0
18899,U9FA74C,55,1
18900,U9FA8AC,52,1
18901,U9FA8FA,51,0
18902,U9FA909,52,1
18903,U9FAA02,54,1
18904,U9FB49B,51,0
18905,U9FB609,57,1
18906,U9FB904,60,1
18907,U9FB938,56,1
18908,U9FB9AA,60,1
18909,U9FBA5B,60,1
18910,U9FBC2E,56,1
18911,U9FBCD1,53,1
18912,U9FBE7C,59,1
18913,U9FBF1D,59,1
18914,U9FC29C,51,0
18915,U9FC322,51,0
18916,U9FC359,60,1
18917,U9FC3A8,39,0
18918,U9FC8B6,60,1
18919,U9FCEB4,56,1
18920,U9FD0EB,60,1
18921,U9FD237,60,1
18922,U9FD319,36,0
18923,U9FD4AC,54,1
18924,U9FD4C8,60,1
18925,U9FD5D0,51,0
18926,U9FD851,49,0
18927,U9FDBD3,50,0
18928,U9FDC90,57,1
18929,U9FDEB8,54,1
18930,U9FDECE,60,1
18931,U9FE37A,59,1
18932,U9FE554,59,1
18933,U9FE5BB,51,0
18934,U9FE634,60,1
18935,U9FE953,34,0
18936,U9FEB71,36,0
18937,U9FF000,60,1
18938,U9FF28F,56,1
18939,U9FF79F,55,1
18940,U9FFAD2,55,1
18941,U9FFBC1,59,1
18942,U9FFFC8,51,0
18943,UA0042C,1,0
18944,UA00581,59,1
18945,UA0074E,51,0
18946,UA00BFA,58,1
18947,UA00DA6,60,1
18948,UA00EF8,56,1
18949,UA00F01,59,1
18950,UA00FC7,9,0
18951,UA01267,39,0
18952,UA01487,51,0
18953,UA01A88,56,1
18954,UA01E61,50,0
18955,UA01F2D,60,1
18956,UA024AA,58,1
18957,UA02803,57,1
18958,UA02CA7,60,1
18959,UA0302E,60,1
18960,UA03097,36,0
18961,UA03C4D,57,1
18962,UA03D24,57,1
18963,UA03DD4,38,0
18964,UA03E4B,52,1
18965,UA04032,51,0
18966,UA040CF,43,0
18967,UA04319,56,1
18968,UA04A53,49,0
18969,UA04AA9,59,1
18970,UA04E7A,51,0
18971,UA04E96,55,1
18972,UA05087,58,1
18973,UA052C9,53,1
18974,UA052F1,54,1
18975,UA05472,51,0
18976,UA057B6,51,0
18977,UA058C2,1,0
18978,UA0597B,59,1
18979,UA05B44,56,1
18980,UA05BBD,60,1
18981,UA05C2E,60,1
18982,UA05DF5,51,0
18983,UA06164,31,0
18984,UA061CB,59,1
18985,UA06461,54,1
18986,UA065BC,57,1
18987,UA06987,56,1
18988,UA06AD3,52,1
18989,UA06EF3,60,1
18990,UA06F55,33,0
18991,UA06FB3,60,1
18992,UA0719E,51,0
18993,UA071B3,59,1
18994,UA073D8,57,1
18995,UA07513,31,0
18996,UA07517,51,0
18997,UA07727,57,1
18998,UA077A9,45,0
18999,UA0789E,56,1
19000,UA07B4C,51,0
19001,UA07B72,57,1
19002,UA07CB7,52,1
19003,UA07E2E,55,1
19004,UA082BE,35,0
19005,UA0847D,60,1
19006,UA08620,56,1
19007,UA0879B,51,0
19008,UA08C3D,52,1
19009,UA08D97,59,1
19010,UA08E85,51,0
19011,UA09133,60,1
19012,UA094B3,59,1
19013,UA0957E,31,0
19014,UA096F3,58,1
19015,UA0987A,51,0
19016,UA098CC,52,1
19017,UA09B2C,23,0
19018,UA09CD5,49,0
19019,UA0A511,50,0
19020,UA0A91F,57,1
19021,UA0AA4A,30,0
19022,UA0AAE1,17,0
19023,UA0ACF7,56,1
19024,UA0AF46,59,1
19025,UA0AF61,59,1
19026,UA0B14A,60,1
19027,UA0B2DD,26,0
19028,UA0B554,52,1
19029,UA0B798,60,1
19030,UA0B93C,60,1
19031,UA0BFB2,51,0
19032,UA0C05F,51,0
19033,UA0C06A,59,1
19034,UA0C34B,51,0
19035,UA0C62D,59,1
19036,UA0C749,54,1
19037,UA0C94A,56,1
19038,UA0CA3C,59,1
19039,UA0CA4D,23,0
19040,UA0CCDF,59,1
19041,UA0CE79,37,0
19042,UA0D022,53,1
19043,UA0D178,51,0
19044,UA0D265,56,1
19045,UA0D291,48,0
19046,UA0D3D5,45,0
19047,UA0D55B,40,0
19048,UA0D9F5,59,1
19049,UA0DBC5,25,0
19050,UA0DF19,51,0
19051,UA0E152,49,0
19052,UA0E4AA,51,0
19053,UA0E608,60,1
19054,UA0E780,34,0
19055,UA0E81F,60,1
19056,UA0E958,59,1
19057,UA0EC49,60,1
19058,UA0F1E7,60,1
19059,UA0F53B,51,0
19060,UA0F650,58,1
19061,UA0F804,51,0
19062,UA0F9D0,59,1
19063,UA0FC44,60,1
19064,UA10223,57,1
19065,UA107F8,51,0
19066,UA10CBA,9,0
19067,UA10FAB,51,0
19068,UA112FD,60,1
19069,UA11503,59,1
19070,UA11823,59,1
19071,UA11DD3,60,1
19072,UA11EC4,53,1
19073,UA12507,55,1
19074,UA12A8A,59,1
19075,UA1304C,22,0
19076,UA132D4,38,0
19077,UA1344C,60,1
19078,UA135E9,25,0
19079,UA13B70,60,1
19080,UA13C6C,52,1
19081,UA13D1F,51,0
19082,UA13E17,60,1
19083,UA13E64,56,1
19084,UA13F00,59,1
19085,UA13FC4,57,1
19086,UA1454F,55,1
19087,UA1466A,60,1
19088,UA14960,12,0
19089,UA14C76,48,0
19090,UA14C7C,56,1
19091,UA15396,57,1
19092,UA1580B,59,1
19093,UA15964,58,1
19094,UA15970,58,1
19095,UA15991,56,1
19096,UA15A57,9,0
19097,UA15B4F,8,0
19098,UA15D69,60,1
19099,UA161BB,59,1
19100,UA16A6E,8,0
19101,UA16E19,60,1
19102,UA17728,50,0
19103,UA177C6,47,0
19104,UA177F3,51,0
19105,UA178DE,39,0
19106,UA17CF1,57,1
19107,UA17D54,59,1
19108,UA180A4,51,0
19109,UA1827D,53,1
19110,UA183E9,52,1
19111,UA185E5,10,0
19112,UA18665,60,1
19113,UA189AD,60,1
19114,UA18C4A,10,0
19115,UA18D68,24,0
19116,UA191D6,59,1
19117,UA19274,58,1
19118,UA19771,60,1
19119,UA1983D,18,0
19120,UA19BB5,59,1
19121,UA19DE7,56,1
19122,UA1A034,5,0
19123,UA1A071,51,0
19124,UA1A458,60,1
19125,UA1A5D7,58,1
19126,UA1A78A,56,1
19127,UA1A96F,60,1
19128,UA1A9B3,60,1
19129,UA1AEBD,40,0
19130,UA1B000,60,1
19131,UA1B0BB,59,1
19132,UA1B44D,60,1
19133,UA1B5C4,57,1
19134,UA1B6BE,60,1
19135,UA1B916,58,1
19136,UA1B997,50,0
19137,UA1B9AC,60,1
19138,UA1BCDB,58,1
19139,UA1BF35,59,1
19140,UA1C07B,22,0
19141,UA1C0D0,48,0
19142,UA1C2D7,51,0
19143,UA1C478,51,0
19144,UA1C481,51,0
19145,UA1C545,58,1
19146,UA1C610,57,1
19147,UA1C6EB,54,1
19148,UA1C8C5,55,1
19149,UA1C928,60,1
19150,UA1CC37,59,1
19151,UA1CD11,57,1
19152,UA1CF73,57,1
19153,UA1CFBF,18,0
19154,UA1D02D,51,0
19155,UA1D107,60,1
19156,UA1D236,60,1
19157,UA1D4A3,51,0
19158,UA1D846,56,1
19159,UA1E45F,60,1
19160,UA1E4DC,54,1
19161,UA1E5FE,60,1
19162,UA1E82C,54,1
19163,UA1E834,51,0
19164,UA1EBE4,57,1
19165,UA1ED5C,55,1
19166,UA1EDE7,60,1
19167,UA1F013,6,0
19168,UA1F021,52,1
19169,UA1F3E6,57,1
19170,UA1F5B6,51,0
19171,UA1F694,60,1
19172,UA1F9FA,46,0
19173,UA1FC36,59,1
19174,UA1FE93,60,1
19175,UA1FEDE,51,0
19176,UA1FF61,45,0
19177,UA1FFF7,42,0
19178,UA2003C,60,1
19179,UA2007C,54,1
19180,UA203F9,60,1
19181,UA204CD,59,1
19182,UA20658,56,1
19183,UA206AB,51,0
19184,UA20C10,48,0
19185,UA20D2E,55,1
19186,UA20EBD,60,1
19187,UA21235,59,1
19188,UA21298,60,1
19189,UA21743,53,1
19190,UA2175B,46,0
19191,UA218A8,60,1
19192,UA21AC9,55,1
19193,UA21BCC,56,1
19194,UA21C61,57,1
19195,UA21D9E,58,1
19196,UA21E37,60,1
19197,UA21E40,38,0
19198,UA21F84,31,0
19199,UA21FFC,59,1
19200,UA222EB,7,0
19201,UA22459,57,1
19202,UA22569,52,1
19203,UA225B5,36,0
19204,UA22C50,58,1
19205,UA22CF2,53,1
19206,UA22F0F,53,1
19207,UA22FE4,31,0
19208,UA23349,60,1
19209,UA23550,51,0
19210,UA235A7,31,0
19211,UA236AE,51,0
19212,UA238BC,60,1
19213,UA23CB0,47,0
19214,UA23D3C,57,1
19215,UA23E3A,51,0
19216,UA23E69,51,0
19217,UA24056,45,0
19218,UA24260,51,0
19219,UA24CE7,55,1
19220,UA24D0C,54,1
19221,UA24D3F,54,1
19222,UA24DC2,59,1
19223,UA24DE4,56,1
19224,UA24E2A,51,0
19225,UA251A4,55,1
19226,UA2531F,35,0
19227,UA2536A,60,1
19228,UA253DE,55,1
19229,UA2579B,56,1
19230,UA257C6,45,0
19231,UA25861,42,0
19232,UA258F0,51,0
19233,UA25C15,60,1
19234,UA25D08,51,0
19235,UA26016,48,0
19236,UA262F2,56,1
19237,UA26792,59,1
19238,UA26799,60,1
19239,UA267B3,54,1
19240,UA26893,52,1
19241,UA26907,56,1
19242,UA26961,60,1
19243,UA26BAC,51,0
19244,UA27000,31,0
19245,UA271EF,59,1
19246,UA272FB,47,0
19247,UA2755A,58,1
19248,UA279A1,60,1
19249,UA27D51,60,1
19250,UA27F38,59,1
19251,UA282D9,51,0
19252,UA2836C,60,1
19253,UA284BD,58,1
19254,UA284F3,59,1
19255,UA290BE,51,0
19256,UA291E1,60,1
19257,UA293CF,57,1
19258,UA2947D,58,1
19259,UA29541,59,1
19260,UA2957D,53,1
19261,UA29653,52,1
19262,UA29701,60,1
19263,UA29858,59,1
19264,UA299A9,58,1
19265,UA29A30,60,1
19266,UA29A3C,52,1
19267,UA29D19,50,0
19268,UA29D92,38,0
